6|11|138
6|12|231
6|12|280
6|12|293
6|14|231
6|14|280
6|14|2201
6|15|99
6|15|138
6|15|231
6|15|293
6|15|2201
6|19|99
6|20|99
6|20|138
6|20|231
6|20|293
6|38|1393
6|38|1670
6|38|1899
6|38|1906
6|38|1978
6|38|1986
6|38|2006
6|38|2012
6|38|2016
6|38|2026
6|38|2099
6|38|2101
6|38|2104
6|38|2108
6|38|2109
6|38|2110
6|38|2111
6|38|2112
6|38|2115
6|38|2116
6|38|2117
6|38|2118
6|38|2119
6|38|2121
6|38|2122
6|38|2123
6|38|2167
6|38|2168
6|38|2169
6|38|2171
6|38|2192
6|38|2198
6|38|2344
6|38|2345
6|38|2346
6|38|2347
6|38|2348
6|38|2350
6|38|2352
6|38|2354
6|38|2355
6|38|2356
6|38|2357
6|38|2362
6|38|2363
6|38|2364
6|41|1393
6|42|1393
6|43|1393
6|44|1393
6|45|1393
6|45|1906
6|45|2006
6|45|2099
6|45|2103
6|45|2114
6|45|2198
6|46|1393
6|46|1507
6|46|1926
6|46|1979
6|46|2006
6|46|2107
6|46|2108
6|46|2109
6|46|2110
6|46|2112
6|46|2115
6|46|2117
6|46|2118
6|46|2124
6|46|2125
6|46|2126
6|46|2127
6|47|1393
6|47|2099
6|49|1393
6|50|1393
6|50|2099
6|52|1393
6|52|1961
6|53|2000
6|53|2102
6|54|1393
6|55|1393
6|55|1906
6|55|1978
6|55|1986
6|55|2016
6|55|2099
6|55|2102
6|55|2108
6|55|2109
6|55|2110
6|55|2112
6|55|2113
6|55|2114
6|55|2115
6|55|2116
6|55|2117
6|55|2118
6|55|2119
6|55|2121
6|55|2123
6|55|2147
6|55|2167
6|55|2168
6|55|2169
6|55|2186
6|55|2188
6|55|2189
6|55|2190
6|55|2191
6|55|2192
6|55|2193
6|55|2194
6|55|2195
6|55|2196
6|55|2197
6|55|2199
6|55|2200
6|55|2344
6|55|2345
6|55|2346
6|55|2347
6|55|2348
6|55|2350
6|55|2351
6|55|2352
6|55|2353
6|55|2361
6|67|1393
6|67|2171
6|68|1719
6|68|1726
6|68|1747
6|68|1751
6|68|1884
6|68|1885
6|68|1890
6|68|1892
6|68|2018
6|68|2019
6|68|2021
6|68|2073
6|68|2075
6|68|2076
6|68|2077
6|68|2078
6|68|2079
6|68|2080
6|68|2081
6|68|2082
6|68|2083
6|68|2084
6|68|2085
6|68|2086
6|68|2087
6|68|2088
6|68|2090
6|68|2091
6|68|2093
6|68|2094
6|68|2098
6|71|1704
6|71|1709
6|71|1714
6|71|1720
6|71|1752
6|71|1756
6|71|1889
6|71|1890
6|71|1891
6|71|1892
6|71|2017
6|71|2018
6|71|2020
6|71|2071
6|71|2072
6|71|2073
6|71|2074
6|71|2075
6|71|2076
6|71|2077
6|71|2078
6|71|2079
6|71|2080
6|71|2081
6|71|2082
6|71|2083
6|71|2084
6|71|2085
6|71|2086
6|71|2087
6|71|2088
6|71|2090
6|71|2091
6|71|2093
6|71|2094
6|71|2096
6|72|1719
6|72|1721
6|72|1729
6|72|1749
6|72|1752
6|73|1393
6|73|1607
6|73|1608
6|73|1625
6|73|1627
6|73|1628
6|73|1632
6|73|1634
6|73|1635
6|73|1636
6|73|1644
6|73|1653
6|73|1690
6|73|1697
6|73|1709
6|73|1757
6|73|1946
6|73|2020
6|73|2022
6|73|2090
6|73|2107
6|73|2108
6|73|2109
6|73|2113
6|73|2118
6|74|330
6|74|331
6|74|368
6|74|381
6|74|1393
6|74|1605
6|74|1606
6|74|1607
6|74|1608
6|74|1613
6|74|1625
6|74|1627
6|74|1628
6|74|1632
6|74|1634
6|74|1635
6|74|1636
6|74|1644
6|74|1653
6|74|1690
6|74|1697
6|74|1709
6|74|1723
6|74|1757
6|74|1927
6|74|1946
6|74|2021
6|74|2023
6|74|2076
6|74|2085
6|74|2086
6|74|2092
6|74|2094
6|74|2096
6|74|2103
6|74|2104
6|74|2122
6|74|2186
6|74|2188
6|74|2189
6|74|2190
6|74|2191
6|74|2192
6|74|2193
6|74|2194
6|74|2195
6|74|2196
6|74|2197
6|74|2198
6|74|2199
6|74|2200
6|74|2201
6|74|2202
6|74|2203
6|74|2204
6|74|2205
6|74|2206
6|74|2207
6|74|2208
6|74|2209
6|74|2210
6|74|2211
6|74|2212
6|74|2213
6|74|2214
6|74|2215
6|75|99
6|75|138
6|75|231
6|75|308
6|75|330
6|75|331
6|75|359
6|75|367
6|75|368
6|75|381
6|75|901
6|75|929
6|75|1393
6|75|1512
6|75|1525
6|75|1594
6|75|1605
6|75|1606
6|75|1608
6|75|1611
6|75|1633
6|75|1634
6|75|1635
6|75|1636
6|75|1644
6|75|1650
6|75|1653
6|75|1688
6|75|1697
6|75|1715
6|75|1908
6|75|1927
6|75|1946
6|75|1955
6|75|1957
6|75|1960
6|75|1976
6|75|2012
6|75|2076
6|75|2077
6|75|2081
6|75|2083
6|75|2085
6|75|2086
6|75|2092
6|75|2094
6|75|2096
6|75|2098
6|75|2101
6|75|2102
6|75|2103
6|75|2104
6|75|2114
6|75|2118
6|75|2121
6|75|2122
6|75|2123
6|75|2171
6|75|2186
6|75|2188
6|75|2189
6|75|2190
6|75|2191
6|75|2192
6|75|2193
6|75|2194
6|75|2195
6|75|2196
6|75|2197
6|75|2199
6|75|2200
6|75|2201
6|75|2202
6|75|2203
6|75|2204
6|75|2205
6|75|2206
6|75|2207
6|75|2208
6|75|2209
6|75|2210
6|75|2211
6|75|2212
6|75|2213
6|75|2214
6|75|2215
6|76|99
6|76|231
6|76|280
6|76|899
6|76|946
6|76|1010
6|76|1322
6|76|1393
6|76|1507
6|76|1512
6|76|1594
6|76|1608
6|76|1611
6|76|1634
6|76|1635
6|76|1636
6|76|1644
6|76|1650
6|76|1653
6|76|1688
6|76|1697
6|76|1704
6|76|1706
6|76|1742
6|76|1926
6|76|1946
6|76|1955
6|76|1979
6|76|1988
6|76|1992
6|76|2000
6|76|2012
6|76|2082
6|76|2090
6|76|2093
6|76|2097
6|76|2107
6|76|2110
6|76|2111
6|76|2112
6|76|2115
6|76|2116
6|76|2117
6|76|2124
6|76|2126
6|76|2127
6|76|2263
6|76|2264
6|76|2265
6|76|2266
6|76|2267
6|76|2268
6|76|2269
6|76|2270
6|76|2271
6|76|2272
6|76|2273
6|76|2274
6|76|2275
6|76|2276
6|76|2277
6|77|99
6|77|389
6|77|1393
6|77|1608
6|77|1625
6|77|1627
6|77|1628
6|77|1634
6|77|1635
6|77|1636
6|77|1644
6|77|1653
6|77|1688
6|77|1690
6|77|1697
6|77|1735
6|77|1757
6|77|1877
6|77|1955
6|77|1974
6|77|1978
6|77|1983
6|77|1984
6|77|1986
6|77|2015
6|77|2016
6|77|2018
6|77|2073
6|77|2078
6|77|2079
6|77|2080
6|77|2084
6|77|2087
6|77|2088
6|77|2128
6|77|2129
6|77|2130
6|77|2131
6|77|2132
6|77|2133
6|77|2134
6|77|2135
6|77|2136
6|77|2137
6|77|2138
6|77|2139
6|77|2141
6|77|2142
6|77|2143
6|77|2144
6|77|2145
6|77|2146
6|77|2147
6|77|2148
6|77|2149
6|77|2150
6|77|2151
6|77|2152
6|77|2153
6|77|2154
6|77|2155
6|77|2156
6|77|2157
6|77|2158
6|77|2159
6|77|2160
6|77|2161
6|77|2162
6|77|2163
6|77|2164
6|77|2166
6|77|2167
6|77|2168
6|77|2169
6|77|2170
6|77|2171
6|77|2172
6|77|2173
6|77|2174
6|77|2175
6|77|2176
6|77|2177
6|77|2179
6|77|2180
6|77|2181
6|77|2182
6|77|2183
6|77|2184
6|77|2185
6|77|2278
6|77|2279
6|77|2280
6|77|2281
6|77|2282
6|77|2283
6|77|2284
6|77|2285
6|77|2286
6|77|2287
6|77|2288
6|77|2289
6|77|2290
6|77|2291
6|77|2292
6|77|2293
6|77|2294
6|77|2295
6|77|2296
6|77|2297
6|77|2298
6|77|2299
6|77|2300
6|77|2301
6|77|2302
6|77|2303
6|77|2304
6|77|2305
6|77|2306
6|77|2307
6|77|2308
6|77|2316
6|77|2317
6|77|2318
6|77|2319
6|77|2320
6|77|2321
6|77|2322
6|77|2323
6|77|2324
6|77|2325
6|77|2326
6|77|2327
6|77|2328
6|77|2329
6|77|2330
6|77|2331
6|77|2332
6|77|2333
6|77|2334
6|77|2335
6|77|2336
6|77|2337
6|77|2338
6|77|2339
6|77|2340
6|77|2341
6|77|2342
6|77|2343
6|78|387
6|78|1393
6|78|1608
6|78|1634
6|78|1635
6|78|1644
6|78|2024
6|78|2025
6|78|2081
6|78|2091
6|78|2092
6|78|2110
6|78|2201
6|78|2202
6|78|2203
6|78|2204
6|78|2205
6|78|2206
6|78|2207
6|78|2208
6|78|2209
6|78|2210
6|78|2211
6|78|2212
6|78|2213
6|78|2214
6|78|2215
6|79|99
6|79|231
6|79|293
6|79|1188
6|79|1393
6|79|1512
6|79|1533
6|79|1594
6|79|1596
6|79|1608
6|79|1611
6|79|1612
6|79|1629
6|79|1633
6|79|1634
6|79|1635
6|79|1636
6|79|1644
6|79|1647
6|79|1651
6|79|1653
6|79|1704
6|79|1707
6|79|1748
6|79|1893
6|79|1955
6|79|1986
6|79|2006
6|79|2012
6|79|2015
6|79|2016
6|79|2017
6|79|2019
6|79|2071
